Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
28,Jon Kitna ,DAL ,QB,209,318,65.7,31.8,"2,365",7.4,236.5,16,12,117,36.8,71T ,32,6,21,88.9
29,Derek Anderson ,ARI ,QB,169,327,51.7,27.2,"2,065",6.3,172.1,7,10,97,29.7,43,32,1,25,65.9
30,Kerry Collins ,TEN ,QB,160,278,57.6,27.8,"1,823",6.6,182.3,14,8,90,32.4,80T ,23,4,13,82.2
31,Tony Romo ,DAL ,QB,148,213,69.5,35.5,"1,605",7.5,267.5,11,7,75,35.2,69T ,21,2,7,94.9
32,Colt McCoy ,CLE ,QB,135,222,60.8,27.8,"1,576",7.1,197.0,6,9,79,35.6,47,23,2,23,74.5
33,Jimmy Clausen ,CAR ,QB,157,299,52.5,23.0,"1,558",5.2,119.8,3,9,73,24.4,55T ,16,2,33,58.4
34,Vince Young ,TEN ,QB,93,156,59.6,17.3,"1,255",8.0,139.4,10,3,58,37.2,71T ,19,3,13,98.6
35,Kevin Kolb ,PHI ,QB,115,189,60.8,27.0,"1,197",6.3,171.0,7,7,58,30.7,83T ,13,3,15,76.1
36,Troy Smith ,SF ,QB,73,145,50.3,24.2,"1,176",8.1,196.0,5,4,43,29.7,66T ,22,3,18,77.8
37,Bruce Gradkowski ,OAK ,QB,83,157,52.9,26.2,"1,059",6.7,176.5,5,7,50,31.8,70,15,4,10,66.3
38,Rex Grossman ,WAS ,QB,74,133,55.6,33.2,884,6.6,221.0,7,4,42,31.6,64T ,10,2,9,81.2
39,Jake Delhomme ,CLE ,QB,93,149,62.4,29.8,872,5.9,174.4,2,7,36,24.2,49,11,2,6,63.4
40,Matt Moore ,CAR ,QB,79,143,55.2,23.8,857,6.0,142.8,5,10,47,32.9,39,11,0,13,55.6
41,Drew Stanton ,DET ,QB,69,119,58.0,19.8,780,6.6,130.0,4,3,39,32.8,87T ,7,3,6,78.4
42,Seneca Wallace ,CLE ,QB,64,101,63.4,12.6,694,6.9,86.8,4,2,35,34.7,65T ,7,2,6,88.5
43,John Skelton ,ARI ,QB,60,126,47.6,25.2,662,5.3,132.4,2,2,30,23.8,74T ,8,2,9,62.3
44,Tim Tebow ,DEN ,QB,41,82,50.0,9.1,654,8.0,72.7,5,3,31,37.8,50,10,2,6,82.1
45,Matthew Stafford ,DET ,QB,57,96,59.4,32.0,535,5.6,178.3,6,1,27,28.1,36,4,0,4,91.3
46,Charlie Whitehurst ,SEA ,QB,57,99,57.6,16.5,507,5.1,84.5,2,3,22,22.2,61,5,1,5,65.5
47,Joe Webb ,MIN ,QB,54,89,60.7,17.8,477,5.4,95.4,0,3,27,30.3,46,4,1,8,60.9
48,Tyler Thigpen ,MIA ,QB,33,62,53.2,12.4,435,7.0,87.0,2,2,20,32.3,35,7,0,8,73.0
49,Matt Flynn ,GB ,QB,40,66,60.6,9.4,433,6.6,61.9,3,2,21,31.8,66T ,3,1,7,82.4
50,Max Hall ,ARI ,QB,39,78,50.0,13.0,370,4.7,61.7,1,6,19,24.4,26,3,0,14,35.7
