Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
41,Chris Chandler ,CHI ,QB,103,161,64.0,17.9,"1,023",6.4,113.7,4,4,43,26.7,76T ,15,3,23,79.8
42,A.J. Feeley ,PHI ,QB,86,154,55.8,25.7,"1,011",6.6,168.5,6,5,44,28.6,53,15,3,7,75.4
43,Steve Beuerlein ,DEN ,QB,68,117,58.1,14.6,925,7.9,115.6,6,5,43,36.8,52,13,3,12,82.7
44,Mike McMahon ,DET ,QB,62,147,42.2,18.4,874,5.9,109.2,7,9,40,27.2,49,12,4,12,52.4
45,Kelly Holcomb ,CLE ,QB,64,106,60.4,26.5,790,7.5,197.5,8,4,42,39.6,44T ,11,2,5,92.9
46,Danny Wuerffel ,WAS ,QB,58,92,63.0,13.1,719,7.8,102.7,3,6,33,35.9,40T ,8,1,11,70.9
47,Rob Johnson ,TB ,QB,57,88,64.8,14.7,536,6.1,89.3,1,2,26,29.5,23,4,0,19,75.8
48,Vinny Testaverde ,NYJ ,QB,54,83,65.1,16.6,499,6.0,99.8,3,3,23,27.7,35,4,0,9,78.3
49,Doug Johnson ,ATL ,QB,37,57,64.9,9.5,448,7.9,74.7,2,3,24,42.1,63,4,1,3,78.7
50,Gus Frerotte ,CIN ,QB,44,85,51.8,21.2,437,5.1,109.2,1,5,24,28.2,51,2,1,10,46.1
