Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
38,Chris Chandler ,CHI ,QB,107,192,55.7,24.0,"1,050",5.5,131.2,3,7,51,26.6,37,11,0,14,61.3
39,Josh McCown ,ARI ,QB,95,166,57.2,20.8,"1,018",6.1,127.2,5,6,51,30.7,60T ,11,2,25,70.3
40,Tim Hasselbeck ,WAS ,QB,95,177,53.7,25.3,"1,012",5.7,144.6,5,7,53,29.9,40,10,1,9,63.6
41,Tim Rattay ,SF ,QB,73,118,61.9,10.7,856,7.3,77.8,7,2,41,34.7,61T ,11,1,7,96.6
42,Brian Griese ,MIA ,QB,74,130,56.9,26.0,813,6.3,162.6,5,6,36,27.7,80T ,7,3,12,69.2
43,Tony Banks ,HOU ,QB,61,102,59.8,14.6,693,6.8,99.0,5,3,34,33.3,46T ,9,2,13,84.3
44,Gus Frerotte ,MIN ,QB,38,65,58.5,4.1,690,10.6,43.1,7,2,25,38.5,72T ,11,5,5,118.1
45,Michael Vick ,ATL ,QB,50,100,50.0,20.0,585,5.9,117.0,4,3,32,32.0,49,7,2,9,69.0
46,Billy Volek ,TEN ,QB,44,69,63.8,9.9,545,7.9,77.9,4,1,31,44.9,50T ,5,1,6,101.4
47,Jesse Palmer ,NYG ,QB,60,116,51.7,19.3,532,4.6,88.7,3,4,25,21.6,40,6,1,16,58.5
48,Mark Brunell ,JAC ,QB,54,82,65.9,27.3,484,5.9,161.3,2,0,22,26.8,65T ,4,1,9,89.7
49,Danny Kanell ,DEN ,QB,53,103,51.5,20.6,442,4.3,88.4,2,5,26,25.2,26,3,0,2,49.1
50,Rex Grossman ,CHI ,QB,38,72,52.8,24.0,437,6.1,145.7,2,1,23,31.9,59T ,7,1,4,74.8
