Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
36,Eli Manning ,NYG ,QB,95,197,48.2,21.9,"1,043",5.3,115.9,6,9,50,25.4,52,11,4,13,55.4
37,Chad Hutchinson ,CHI ,QB,92,161,57.1,32.2,903,5.6,180.6,4,3,43,26.7,63,8,2,23,73.6
38,Kelly Holcomb ,CLE ,QB,59,87,67.8,21.8,737,8.5,184.2,7,5,35,40.2,55T ,10,2,5,96.8
39,Craig Krenzel ,CHI ,QB,59,127,46.5,21.2,718,5.7,119.7,3,6,32,25.2,49T ,13,2,23,52.5
40,Brad Johnson ,TB ,QB,65,103,63.1,25.8,674,6.5,168.5,3,3,28,27.2,54,9,3,8,79.5
41,Jon Kitna ,CIN ,QB,61,104,58.7,26.0,623,6.0,155.8,5,4,32,30.8,30,8,0,6,75.9
42,Luke McCown ,CLE ,QB,48,98,49.0,19.6,608,6.2,121.6,4,7,19,19.4,58T ,8,4,12,52.6
43,Rex Grossman ,CHI ,QB,47,84,56.0,28.0,607,7.2,202.3,1,3,28,33.3,40,8,1,5,67.9
44,Rich Gannon ,OAK ,QB,41,68,60.3,22.7,524,7.7,174.7,3,2,23,33.8,58T ,6,3,5,86.9
45,Shaun King ,ARI ,QB,47,84,56.0,28.0,502,6.0,167.3,1,4,23,27.4,40,6,1,6,57.7
46,Quincy Carter ,NYJ ,QB,35,58,60.3,8.3,498,8.6,71.1,3,1,25,43.1,69T ,4,3,12,98.2
47,Chris Simms ,TB ,QB,42,73,57.5,14.6,467,6.4,93.4,1,3,21,28.8,75T ,6,1,10,64.1
48,Chris Chandler ,STL ,QB,35,62,56.5,12.4,463,7.5,92.6,2,8,15,24.2,75T ,8,2,7,51.4
49,Jonathan Quinn ,CHI ,QB,51,98,52.0,19.6,413,4.2,82.6,1,3,18,18.4,32,4,0,15,53.7
50,David Garrard ,JAC ,QB,38,72,52.8,18.0,374,5.2,93.5,2,1,21,29.2,36T ,2,0,6,71.2
