Rk,Player,Team,Pos,Comp,Att,Pct,Att/G,Yds,Avg,Yds/G,TD,Int,1st,1st%,Lng,20+,40+,Sck,Rate
21,Ben Roethlisberger ,PIT ,QB,168,268,62.7,22.3,"2,385",8.9,198.8,17,9,111,41.4,85T ,35,12,23,98.6
22,Trent Dilfer ,CLE ,QB,199,333,59.8,30.3,"2,321",7.0,211.0,11,12,101,30.3,80T ,26,7,23,76.9
23,Marc Bulger ,STL ,QB,192,287,66.9,35.9,"2,297",8.0,287.1,14,9,109,38.0,57T ,25,3,26,94.4
24,Byron Leftwich ,JAC ,QB,175,302,57.9,27.5,"2,123",7.0,193.0,15,5,101,33.4,45T ,31,5,23,89.3
25,Chris Simms ,TB ,QB,191,313,61.0,28.5,"2,035",6.5,185.0,10,7,107,34.2,78T ,21,3,29,81.4
26,Joey Harrington ,DET ,QB,188,330,57.0,27.5,"2,021",6.1,168.4,12,12,101,30.6,86,23,6,24,72.0
27,Brad Johnson ,MIN ,QB,184,294,62.6,19.6,"1,885",6.4,125.7,12,4,92,31.3,80T ,15,6,23,88.9
28,Kyle Orton ,CHI ,QB,190,368,51.6,24.5,"1,869",5.1,124.6,9,13,92,25.0,54,23,3,30,59.7
29,Josh McCown ,ARI ,QB,163,270,60.4,30.0,"1,836",6.8,204.0,9,11,84,31.1,49,23,6,18,74.9
30,Kyle Boller ,BAL ,QB,171,293,58.4,32.6,"1,799",6.1,199.9,11,12,86,29.4,47T ,20,1,23,71.8
31,Anthony Wright ,BAL ,QB,164,266,61.7,29.6,"1,582",5.9,175.8,6,9,77,28.9,48,19,1,19,71.7
32,Daunte Culpepper ,MIN ,QB,139,216,64.4,30.9,"1,564",7.2,223.4,6,12,77,35.6,68,16,2,31,72.0
33,Brooks Bollinger ,NYJ ,QB,150,266,56.4,24.2,"1,558",5.9,141.6,7,6,76,28.6,60T ,16,4,32,72.9
34,Kelly Holcomb ,BUF ,QB,155,230,67.4,23.0,"1,509",6.6,150.9,10,8,74,32.2,65,14,3,17,85.6
35,J.P. Losman ,BUF ,QB,113,228,49.6,25.3,"1,340",5.9,148.9,8,8,55,24.1,58,15,6,26,64.9
36,Jamie Martin ,STL ,QB,124,177,70.1,22.1,"1,277",7.2,159.6,5,7,60,33.9,83T ,12,3,11,83.5
37,Mike McMahon ,PHI ,QB,94,207,45.4,23.0,"1,158",5.6,128.7,5,8,56,27.1,48,21,2,19,55.2
38,Brian Griese ,TB ,QB,112,174,64.4,29.0,"1,136",6.5,189.3,7,7,54,31.0,80T ,13,3,12,79.6
39,David Garrard ,JAC ,QB,98,168,58.3,24.0,"1,117",6.6,159.6,4,1,63,37.5,37,10,0,8,83.9
40,Charlie Frye ,CLE ,QB,98,164,59.8,23.4,"1,002",6.1,143.1,4,5,48,29.3,45,12,1,22,72.8
41,Jeff Garcia ,DET ,QB,102,173,59.0,28.8,937,5.4,156.2,3,6,45,26.0,49,11,2,6,65.1
42,Alex Smith ,SF ,QB,84,165,50.9,18.3,875,5.3,97.2,1,11,37,22.4,47,13,2,29,40.8
43,Ryan Fitzpatrick ,STL ,QB,76,135,56.3,33.8,777,5.8,194.2,4,8,40,29.6,56T ,4,2,9,58.2
43,Vinny Testaverde ,NYJ ,QB,60,106,56.6,17.7,777,7.3,129.5,1,6,35,33.0,47,9,1,12,59.4
45,Todd Bouman ,NO ,QB,68,122,55.7,7.6,722,5.9,45.1,2,7,37,30.3,43,9,1,8,54.7
46,Chad Pennington ,NYJ ,QB,49,83,59.0,27.7,530,6.4,176.7,2,3,30,36.1,37,7,0,9,70.9
47,Matt Schaub ,ATL ,QB,33,64,51.6,4.0,495,7.7,30.9,4,0,23,35.9,53,6,2,6,98.1
48,Ken Dorsey ,SF ,QB,48,90,53.3,30.0,481,5.3,160.3,2,2,22,24.4,44,5,1,6,66.9
49,Billy Volek ,TEN ,QB,50,88,56.8,14.7,474,5.4,79.0,4,2,21,23.9,55T ,4,1,9,77.6
50,Sage Rosenfels ,MIA ,QB,34,61,55.7,15.2,462,7.6,115.5,4,3,17,27.9,77T ,5,3,0,81.5
